uniform_250,uniform_350,gaus_250,gaus_350,timestep
NaN,NaN,NaN,NaN,17428
NaN,NaN,NaN,NaN,17429
NaN,NaN,NaN,NaN,17430
NaN,NaN,NaN,NaN,17431
NaN,NaN,NaN,NaN,17432
NaN,NaN,NaN,NaN,17433
NaN,NaN,NaN,NaN,17434
NaN,NaN,NaN,NaN,17435
NaN,NaN,NaN,NaN,17436
NaN,NaN,NaN,NaN,17437
NaN,NaN,NaN,NaN,17438
NaN,NaN,NaN,NaN,17439
NaN,NaN,NaN,NaN,17440
NaN,NaN,NaN,NaN,17441
NaN,NaN,NaN,NaN,17442
NaN,NaN,NaN,NaN,17443
NaN,NaN,NaN,NaN,17444
NaN,NaN,NaN,NaN,17445
NaN,NaN,NaN,NaN,17446
NaN,NaN,NaN,NaN,17447
NaN,NaN,NaN,NaN,17448
NaN,NaN,NaN,NaN,17449
NaN,NaN,NaN,NaN,17450
NaN,NaN,NaN,NaN,17451
NaN,NaN,NaN,NaN,17452
NaN,NaN,NaN,NaN,17453
NaN,NaN,NaN,NaN,17454
NaN,NaN,NaN,NaN,17455
NaN,NaN,NaN,NaN,17456
NaN,NaN,NaN,NaN,17457
NaN,NaN,NaN,NaN,17458
NaN,NaN,NaN,NaN,17459
NaN,NaN,NaN,NaN,17460
NaN,NaN,NaN,NaN,17461
NaN,NaN,NaN,NaN,17462
NaN,NaN,NaN,NaN,17463
NaN,NaN,NaN,NaN,17464
NaN,NaN,NaN,NaN,17465
NaN,NaN,NaN,NaN,17466
NaN,NaN,NaN,NaN,17467
NaN,NaN,NaN,NaN,17468
NaN,NaN,NaN,NaN,17469
NaN,NaN,NaN,NaN,17470
NaN,NaN,NaN,NaN,17471
NaN,NaN,NaN,NaN,17472
NaN,NaN,NaN,NaN,17473
NaN,NaN,NaN,NaN,17474
NaN,NaN,NaN,NaN,17475
NaN,NaN,NaN,NaN,17476
NaN,NaN,NaN,NaN,17477
NaN,NaN,NaN,NaN,17478
NaN,NaN,NaN,NaN,17479
NaN,NaN,NaN,NaN,17480
NaN,NaN,NaN,NaN,17481
NaN,NaN,NaN,NaN,17482
NaN,NaN,NaN,NaN,17483
NaN,NaN,NaN,NaN,17484
NaN,NaN,NaN,NaN,17485
NaN,NaN,NaN,NaN,17486
NaN,NaN,NaN,NaN,17487
NaN,NaN,NaN,NaN,17488
NaN,NaN,NaN,NaN,17489
NaN,NaN,NaN,NaN,17490
NaN,NaN,NaN,NaN,17491
NaN,NaN,NaN,NaN,17492
NaN,NaN,NaN,NaN,17493
NaN,NaN,NaN,NaN,17494
NaN,NaN,NaN,NaN,17495
NaN,NaN,NaN,NaN,17496
NaN,NaN,NaN,NaN,17497
NaN,NaN,NaN,NaN,17498
NaN,NaN,NaN,NaN,17499
NaN,NaN,NaN,NaN,17500
NaN,NaN,NaN,NaN,17501
NaN,NaN,NaN,NaN,17502
NaN,NaN,NaN,NaN,17503
NaN,NaN,NaN,NaN,17504
NaN,NaN,NaN,NaN,17505
NaN,NaN,NaN,NaN,17506
NaN,NaN,NaN,NaN,17507
NaN,NaN,NaN,NaN,17508
NaN,NaN,NaN,NaN,17509
NaN,NaN,NaN,NaN,17510
NaN,NaN,NaN,NaN,17511
NaN,NaN,NaN,NaN,17512
NaN,NaN,NaN,NaN,17513
NaN,NaN,NaN,NaN,17514
NaN,NaN,NaN,NaN,17515
NaN,NaN,NaN,NaN,17516
NaN,NaN,NaN,NaN,17517
NaN,NaN,NaN,NaN,17518
NaN,NaN,NaN,NaN,17519
NaN,NaN,NaN,NaN,17520
NaN,NaN,NaN,NaN,17521
NaN,NaN,NaN,NaN,17522
NaN,NaN,NaN,NaN,17523
NaN,NaN,NaN,NaN,17524
NaN,NaN,NaN,NaN,17525
NaN,NaN,NaN,NaN,17526
NaN,NaN,NaN,NaN,17527
NaN,NaN,NaN,NaN,17528
NaN,NaN,NaN,NaN,17529
NaN,NaN,NaN,NaN,17530
NaN,NaN,NaN,NaN,17531
NaN,NaN,NaN,NaN,17532
NaN,NaN,NaN,NaN,17533
NaN,NaN,NaN,NaN,17534
NaN,NaN,NaN,NaN,17535
NaN,NaN,NaN,NaN,17536
NaN,NaN,NaN,NaN,17537
NaN,NaN,NaN,NaN,17538
NaN,NaN,NaN,NaN,17539
NaN,NaN,NaN,NaN,17540
NaN,NaN,NaN,NaN,17541
NaN,NaN,NaN,NaN,17542
NaN,NaN,NaN,NaN,17543
NaN,NaN,NaN,NaN,17544
NaN,NaN,NaN,NaN,17545
NaN,NaN,NaN,NaN,17546
NaN,NaN,NaN,NaN,17547
NaN,NaN,NaN,NaN,17548
NaN,NaN,NaN,NaN,17549
NaN,NaN,NaN,NaN,17550
NaN,NaN,NaN,NaN,17551
NaN,NaN,NaN,NaN,17552
NaN,NaN,NaN,NaN,17553
NaN,NaN,NaN,NaN,17554
NaN,NaN,NaN,NaN,17555
NaN,NaN,NaN,NaN,17556
NaN,NaN,NaN,NaN,17557
NaN,NaN,NaN,NaN,17558
NaN,NaN,NaN,NaN,17559
NaN,NaN,NaN,NaN,17560
NaN,NaN,NaN,NaN,17561
NaN,NaN,NaN,NaN,17562
NaN,NaN,NaN,NaN,17563
NaN,NaN,NaN,NaN,17564
NaN,NaN,NaN,NaN,17565
NaN,NaN,NaN,NaN,17566
NaN,NaN,NaN,NaN,17567
NaN,NaN,NaN,NaN,17568
NaN,NaN,NaN,NaN,17569
NaN,NaN,NaN,NaN,17570
NaN,NaN,NaN,NaN,17571
NaN,NaN,NaN,NaN,17572
NaN,NaN,NaN,NaN,17573
NaN,NaN,NaN,NaN,17574
NaN,NaN,NaN,NaN,17575
NaN,NaN,NaN,NaN,17576
NaN,NaN,NaN,NaN,17577
NaN,NaN,NaN,NaN,17578
NaN,NaN,NaN,NaN,17579
NaN,NaN,NaN,NaN,17580
NaN,NaN,NaN,NaN,17581
NaN,NaN,NaN,NaN,17582
NaN,NaN,NaN,NaN,17583
NaN,NaN,NaN,NaN,17584
NaN,NaN,NaN,NaN,17585
NaN,NaN,NaN,NaN,17586
NaN,NaN,NaN,NaN,17587
NaN,NaN,NaN,NaN,17588
NaN,NaN,NaN,NaN,17589
NaN,NaN,NaN,NaN,17590
NaN,NaN,NaN,NaN,17591
NaN,NaN,NaN,NaN,17592
NaN,NaN,NaN,NaN,17593
NaN,NaN,NaN,NaN,17594
NaN,NaN,NaN,NaN,17595
NaN,NaN,NaN,NaN,17596
NaN,NaN,NaN,NaN,17597
NaN,NaN,NaN,NaN,17598
NaN,NaN,NaN,NaN,17599
NaN,NaN,NaN,NaN,17600
NaN,NaN,NaN,NaN,17601
NaN,NaN,NaN,NaN,17602
NaN,NaN,NaN,NaN,17603
NaN,NaN,NaN,NaN,17604
NaN,NaN,NaN,NaN,17605
NaN,NaN,NaN,NaN,17606
NaN,NaN,NaN,NaN,17607
NaN,NaN,NaN,NaN,17608
NaN,NaN,NaN,NaN,17609
NaN,NaN,NaN,NaN,17610
NaN,NaN,NaN,NaN,17611
NaN,NaN,NaN,NaN,17612
NaN,NaN,NaN,NaN,17613
NaN,NaN,NaN,NaN,17614
NaN,NaN,NaN,NaN,17615
NaN,NaN,NaN,NaN,17616
NaN,NaN,NaN,NaN,17617
NaN,NaN,NaN,NaN,17618
NaN,NaN,NaN,NaN,17619
NaN,NaN,NaN,NaN,17620
NaN,NaN,NaN,NaN,17621
NaN,NaN,NaN,NaN,17622
NaN,NaN,NaN,NaN,17623
NaN,NaN,NaN,NaN,17624
NaN,NaN,NaN,NaN,17625
NaN,NaN,NaN,NaN,17626
NaN,NaN,NaN,NaN,17627
NaN,NaN,NaN,NaN,17628
NaN,NaN,NaN,NaN,17629
NaN,NaN,NaN,NaN,17630
NaN,NaN,NaN,NaN,17631
NaN,NaN,NaN,NaN,17632
NaN,NaN,NaN,NaN,17633
NaN,NaN,NaN,NaN,17634
NaN,NaN,NaN,NaN,17635
NaN,NaN,NaN,NaN,17636
NaN,NaN,NaN,NaN,17637
NaN,NaN,NaN,NaN,17638
NaN,NaN,NaN,NaN,17639
NaN,NaN,NaN,NaN,17640
NaN,NaN,NaN,NaN,17641
NaN,NaN,NaN,NaN,17642
NaN,NaN,NaN,NaN,17643
NaN,NaN,NaN,NaN,17644
NaN,NaN,NaN,NaN,17645
NaN,NaN,NaN,NaN,17646
NaN,NaN,NaN,NaN,17647
NaN,NaN,NaN,NaN,17648
NaN,NaN,NaN,NaN,17649
NaN,NaN,NaN,NaN,17650
NaN,NaN,NaN,NaN,17651
NaN,NaN,NaN,NaN,17652
NaN,NaN,NaN,NaN,17653
NaN,NaN,NaN,NaN,17654
NaN,NaN,NaN,NaN,17655
NaN,NaN,NaN,NaN,17656
NaN,NaN,NaN,NaN,17657
NaN,NaN,NaN,NaN,17658
NaN,NaN,NaN,NaN,17659
NaN,NaN,NaN,NaN,17660
NaN,NaN,NaN,NaN,17661
NaN,NaN,NaN,NaN,17662
NaN,NaN,NaN,NaN,17663
NaN,NaN,NaN,NaN,17664
NaN,NaN,NaN,NaN,17665
NaN,NaN,NaN,NaN,17666
NaN,NaN,NaN,NaN,17667
NaN,NaN,NaN,NaN,17668
NaN,NaN,NaN,NaN,17669
NaN,NaN,NaN,NaN,17670
NaN,NaN,NaN,NaN,17671
NaN,NaN,NaN,NaN,17672
NaN,NaN,NaN,NaN,17673
NaN,NaN,NaN,NaN,17674
NaN,NaN,NaN,NaN,17675
NaN,NaN,NaN,NaN,17676
NaN,NaN,NaN,NaN,17677
NaN,NaN,NaN,NaN,17678
NaN,NaN,NaN,NaN,17679
NaN,NaN,NaN,NaN,17680
NaN,NaN,NaN,NaN,17681
NaN,NaN,NaN,NaN,17682
NaN,NaN,NaN,NaN,17683
NaN,NaN,NaN,NaN,17684
NaN,NaN,NaN,NaN,17685
NaN,NaN,NaN,NaN,17686
NaN,NaN,NaN,NaN,17687
NaN,NaN,NaN,NaN,17688
NaN,NaN,NaN,NaN,17689
NaN,NaN,NaN,NaN,17690
NaN,NaN,NaN,NaN,17691
NaN,NaN,NaN,NaN,17692
NaN,NaN,NaN,NaN,17693
NaN,NaN,NaN,NaN,17694
NaN,NaN,NaN,NaN,17695
NaN,NaN,NaN,NaN,17696
NaN,NaN,NaN,NaN,17697
NaN,NaN,NaN,NaN,17698
NaN,NaN,NaN,NaN,17699
NaN,NaN,NaN,NaN,17700
NaN,NaN,NaN,NaN,17701
NaN,NaN,NaN,NaN,17702
NaN,NaN,NaN,NaN,17703
NaN,NaN,NaN,NaN,17704
NaN,NaN,NaN,NaN,17705
NaN,NaN,NaN,NaN,17706
NaN,NaN,NaN,NaN,17707
NaN,NaN,NaN,NaN,17708
NaN,NaN,NaN,NaN,17709
NaN,NaN,NaN,NaN,17710
NaN,NaN,NaN,NaN,17711
NaN,NaN,NaN,NaN,17712
NaN,NaN,NaN,NaN,17713
NaN,NaN,NaN,NaN,17714
NaN,NaN,NaN,NaN,17715
NaN,NaN,NaN,NaN,17716
NaN,NaN,NaN,NaN,17717
NaN,NaN,NaN,NaN,17718
NaN,NaN,NaN,NaN,17719
NaN,NaN,NaN,NaN,17720
NaN,NaN,NaN,NaN,17721
NaN,NaN,NaN,NaN,17722
NaN,NaN,NaN,NaN,17723
NaN,NaN,NaN,NaN,17724
NaN,NaN,NaN,NaN,17725
NaN,NaN,NaN,NaN,17726
NaN,NaN,NaN,NaN,17727
NaN,NaN,NaN,NaN,17728
NaN,NaN,NaN,NaN,17729
NaN,NaN,NaN,NaN,17730
NaN,NaN,NaN,NaN,17731
NaN,NaN,NaN,NaN,17732
NaN,NaN,NaN,NaN,17733
NaN,NaN,NaN,NaN,17734
NaN,NaN,NaN,NaN,17735
NaN,NaN,NaN,NaN,17736
NaN,NaN,NaN,NaN,17737
NaN,NaN,NaN,NaN,17738
NaN,NaN,NaN,NaN,17739
NaN,NaN,NaN,NaN,17740
NaN,NaN,NaN,NaN,17741
NaN,NaN,NaN,NaN,17742
NaN,NaN,NaN,NaN,17743
NaN,NaN,NaN,NaN,17744
NaN,NaN,NaN,NaN,17745
NaN,NaN,NaN,NaN,17746
NaN,NaN,NaN,NaN,17747
NaN,NaN,NaN,NaN,17748
NaN,NaN,NaN,NaN,17749
NaN,NaN,NaN,NaN,17750
NaN,NaN,NaN,NaN,17751
NaN,NaN,NaN,NaN,17752
NaN,NaN,NaN,NaN,17753
NaN,NaN,NaN,NaN,17754
NaN,NaN,NaN,NaN,17755
NaN,NaN,NaN,NaN,17756
NaN,NaN,NaN,NaN,17757
NaN,NaN,NaN,NaN,17758
NaN,NaN,NaN,NaN,17759
NaN,NaN,NaN,NaN,17760
NaN,NaN,NaN,NaN,17761
NaN,NaN,NaN,NaN,17762
NaN,NaN,NaN,NaN,17763
NaN,NaN,NaN,NaN,17764
NaN,NaN,NaN,NaN,17765
NaN,NaN,NaN,NaN,17766
NaN,NaN,NaN,NaN,17767
NaN,NaN,NaN,NaN,17768
NaN,NaN,NaN,NaN,17769
NaN,NaN,NaN,NaN,17770
NaN,NaN,NaN,NaN,17771
NaN,NaN,NaN,NaN,17772
NaN,NaN,NaN,NaN,17773
NaN,NaN,NaN,NaN,17774
NaN,NaN,NaN,NaN,17775
NaN,NaN,NaN,NaN,17776
NaN,NaN,NaN,NaN,17777
NaN,NaN,NaN,NaN,17778
NaN,NaN,NaN,NaN,17779
NaN,NaN,NaN,NaN,17780
NaN,NaN,NaN,NaN,17781
NaN,NaN,NaN,NaN,17782
NaN,NaN,NaN,NaN,17783
NaN,NaN,NaN,NaN,17784
NaN,NaN,NaN,NaN,17785
NaN,NaN,NaN,NaN,17786
NaN,NaN,NaN,NaN,17787
NaN,NaN,NaN,NaN,17788
NaN,NaN,NaN,NaN,17789
NaN,NaN,NaN,NaN,17790
NaN,NaN,NaN,NaN,17791
NaN,NaN,NaN,NaN,17792
NaN,NaN,NaN,NaN,17793
NaN,NaN,NaN,NaN,17794
NaN,NaN,NaN,NaN,17795
NaN,NaN,NaN,NaN,17796
NaN,NaN,NaN,NaN,17797
NaN,NaN,NaN,NaN,17798
NaN,NaN,NaN,NaN,17799
NaN,NaN,NaN,NaN,17800
NaN,NaN,NaN,NaN,17801
NaN,NaN,NaN,NaN,17802
NaN,NaN,NaN,NaN,17803
NaN,NaN,NaN,NaN,17804
NaN,NaN,NaN,NaN,17805
NaN,NaN,NaN,NaN,17806
NaN,NaN,NaN,NaN,17807
NaN,NaN,NaN,NaN,17808
NaN,NaN,NaN,NaN,17809
NaN,NaN,NaN,NaN,17810
NaN,NaN,NaN,NaN,17811
NaN,NaN,NaN,NaN,17812
NaN,NaN,NaN,NaN,17813
NaN,NaN,NaN,NaN,17814
NaN,NaN,NaN,NaN,17815
NaN,NaN,NaN,NaN,17816
NaN,NaN,NaN,NaN,17817
NaN,NaN,NaN,NaN,17818
NaN,NaN,NaN,NaN,17819
NaN,NaN,NaN,NaN,17820
NaN,NaN,NaN,NaN,17821
NaN,NaN,NaN,NaN,17822
NaN,NaN,NaN,NaN,17823
NaN,NaN,NaN,NaN,17824
NaN,NaN,NaN,NaN,17825
NaN,NaN,NaN,NaN,17826
NaN,NaN,NaN,NaN,17827
NaN,NaN,NaN,NaN,17828
NaN,NaN,NaN,NaN,17829
NaN,NaN,NaN,NaN,17830
NaN,NaN,NaN,NaN,17831
NaN,NaN,NaN,NaN,17832
NaN,NaN,NaN,NaN,17833
NaN,NaN,NaN,NaN,17834
NaN,NaN,NaN,NaN,17835
NaN,NaN,NaN,NaN,17836
NaN,NaN,NaN,NaN,17837
NaN,NaN,NaN,NaN,17838
NaN,NaN,NaN,NaN,17839
NaN,NaN,NaN,NaN,17840
NaN,NaN,NaN,NaN,17841
NaN,NaN,NaN,NaN,17842
NaN,NaN,NaN,NaN,17843
NaN,NaN,NaN,NaN,17844
NaN,NaN,NaN,NaN,17845
NaN,NaN,NaN,NaN,17846
NaN,NaN,NaN,NaN,17847
NaN,NaN,NaN,NaN,17848
NaN,NaN,NaN,NaN,17849
NaN,NaN,NaN,NaN,17850
NaN,NaN,NaN,NaN,17851
NaN,NaN,NaN,NaN,17852
NaN,NaN,NaN,NaN,17853
NaN,NaN,NaN,NaN,17854
NaN,NaN,NaN,NaN,17855
NaN,NaN,NaN,NaN,17856
NaN,NaN,NaN,NaN,17857
NaN,NaN,NaN,NaN,17858
NaN,NaN,NaN,NaN,17859
NaN,NaN,NaN,NaN,17860
NaN,NaN,NaN,NaN,17861
NaN,NaN,NaN,NaN,17862
NaN,NaN,NaN,NaN,17863
NaN,NaN,NaN,NaN,17864
NaN,NaN,NaN,NaN,17865
NaN,NaN,NaN,NaN,17866
NaN,NaN,NaN,NaN,17867
NaN,NaN,NaN,NaN,17868
NaN,NaN,NaN,NaN,17869
NaN,NaN,NaN,NaN,17870
NaN,NaN,NaN,NaN,17871
NaN,NaN,NaN,NaN,17872
NaN,NaN,NaN,NaN,17873
NaN,NaN,NaN,NaN,17874
NaN,NaN,NaN,NaN,17875
NaN,NaN,NaN,NaN,17876
NaN,NaN,NaN,NaN,17877
NaN,NaN,NaN,NaN,17878
NaN,NaN,NaN,NaN,17879
NaN,NaN,NaN,NaN,17880
NaN,NaN,NaN,NaN,17881
NaN,NaN,NaN,NaN,17882
NaN,NaN,NaN,NaN,17883
NaN,NaN,NaN,NaN,17884
NaN,NaN,NaN,NaN,17885
NaN,NaN,NaN,NaN,17886
NaN,NaN,NaN,NaN,17887
NaN,NaN,NaN,NaN,17888
NaN,NaN,NaN,NaN,17889
NaN,NaN,NaN,NaN,17890
NaN,NaN,NaN,NaN,17891
NaN,NaN,NaN,NaN,17892
NaN,NaN,NaN,NaN,17893
NaN,NaN,NaN,NaN,17894
NaN,NaN,NaN,NaN,17895
NaN,NaN,NaN,NaN,17896
NaN,NaN,NaN,NaN,17897
NaN,NaN,NaN,NaN,17898
NaN,NaN,NaN,NaN,17899
NaN,NaN,NaN,NaN,17900
NaN,NaN,NaN,NaN,17901
NaN,NaN,NaN,NaN,17902
NaN,NaN,NaN,NaN,17903
NaN,NaN,NaN,NaN,17904
NaN,NaN,NaN,NaN,17905
NaN,NaN,NaN,NaN,17906
NaN,NaN,NaN,NaN,17907
NaN,NaN,NaN,NaN,17908
NaN,NaN,NaN,NaN,17909
NaN,NaN,NaN,NaN,17910
NaN,NaN,NaN,NaN,17911
NaN,NaN,NaN,NaN,17912
NaN,NaN,NaN,NaN,17913
NaN,NaN,NaN,NaN,17914
NaN,NaN,NaN,NaN,17915
NaN,NaN,NaN,NaN,17916
NaN,NaN,NaN,NaN,17917
NaN,NaN,NaN,NaN,17918
NaN,NaN,NaN,NaN,17919
NaN,NaN,NaN,NaN,17920
NaN,NaN,NaN,NaN,17921
NaN,NaN,NaN,NaN,17922
NaN,NaN,NaN,NaN,17923
NaN,NaN,NaN,NaN,17924
NaN,NaN,NaN,NaN,17925
NaN,NaN,NaN,NaN,17926
NaN,NaN,NaN,NaN,17927
NaN,NaN,NaN,NaN,17928
NaN,NaN,NaN,NaN,17929
NaN,NaN,NaN,NaN,17930
NaN,NaN,NaN,NaN,17931
NaN,NaN,NaN,NaN,17932
NaN,NaN,NaN,NaN,17933
NaN,NaN,NaN,NaN,17934
NaN,NaN,NaN,NaN,17935
NaN,NaN,NaN,NaN,17936
NaN,NaN,NaN,NaN,17937
NaN,NaN,NaN,NaN,17938
NaN,NaN,NaN,NaN,17939
NaN,NaN,NaN,NaN,17940
NaN,NaN,NaN,NaN,17941
NaN,NaN,NaN,NaN,17942
NaN,NaN,NaN,NaN,17943
NaN,NaN,NaN,NaN,17944
NaN,NaN,NaN,NaN,17945
NaN,NaN,NaN,NaN,17946
NaN,NaN,NaN,NaN,17947
NaN,NaN,NaN,NaN,17948
NaN,NaN,NaN,NaN,17949
NaN,NaN,NaN,NaN,17950
NaN,NaN,NaN,NaN,17951
NaN,NaN,NaN,NaN,17952
NaN,NaN,NaN,NaN,17953
NaN,NaN,NaN,NaN,17954
NaN,NaN,NaN,NaN,17955
NaN,NaN,NaN,NaN,17956
NaN,NaN,NaN,NaN,17957
NaN,NaN,NaN,NaN,17958
NaN,NaN,NaN,NaN,17959
NaN,NaN,NaN,NaN,17960
NaN,NaN,NaN,NaN,17961
NaN,NaN,NaN,NaN,17962
NaN,NaN,NaN,NaN,17963
NaN,NaN,NaN,NaN,17964
NaN,NaN,NaN,NaN,17965
NaN,NaN,NaN,NaN,17966
NaN,NaN,NaN,NaN,17967
NaN,NaN,NaN,NaN,17968
NaN,NaN,NaN,NaN,17969
NaN,NaN,NaN,NaN,17970
NaN,NaN,NaN,NaN,17971
NaN,NaN,NaN,NaN,17972
NaN,NaN,NaN,NaN,17973
NaN,NaN,NaN,NaN,17974
NaN,NaN,NaN,NaN,17975
NaN,NaN,NaN,NaN,17976
NaN,NaN,NaN,NaN,17977
NaN,NaN,NaN,NaN,17978
NaN,NaN,NaN,NaN,17979
NaN,NaN,NaN,NaN,17980
NaN,NaN,NaN,NaN,17981
NaN,NaN,NaN,NaN,17982
NaN,NaN,NaN,NaN,17983
NaN,NaN,NaN,NaN,17984
NaN,NaN,NaN,NaN,17985
NaN,NaN,NaN,NaN,17986
NaN,NaN,NaN,NaN,17987
NaN,NaN,NaN,NaN,17988
NaN,NaN,NaN,NaN,17989
NaN,NaN,NaN,NaN,17990
NaN,NaN,NaN,NaN,17991
NaN,NaN,NaN,NaN,17992
NaN,NaN,NaN,NaN,17993
NaN,NaN,NaN,NaN,17994
NaN,NaN,NaN,NaN,17995
NaN,NaN,NaN,NaN,17996
NaN,NaN,NaN,NaN,17997
NaN,NaN,NaN,NaN,17998
NaN,NaN,NaN,NaN,17999
NaN,NaN,NaN,NaN,18000
NaN,NaN,NaN,NaN,18001
NaN,NaN,NaN,NaN,18002
NaN,NaN,NaN,NaN,18003
NaN,NaN,NaN,NaN,18004
NaN,NaN,NaN,NaN,18005
NaN,NaN,NaN,NaN,18006
NaN,NaN,NaN,NaN,18007
NaN,NaN,NaN,NaN,18008
NaN,NaN,NaN,NaN,18009
NaN,NaN,NaN,NaN,18010
NaN,NaN,NaN,NaN,18011
NaN,NaN,NaN,NaN,18012
NaN,NaN,NaN,NaN,18013
NaN,NaN,NaN,NaN,18014
NaN,NaN,NaN,NaN,18015
NaN,NaN,NaN,NaN,18016
NaN,NaN,NaN,NaN,18017
NaN,NaN,NaN,NaN,18018
NaN,NaN,NaN,NaN,18019
NaN,NaN,NaN,NaN,18020
NaN,NaN,NaN,NaN,18021
NaN,NaN,NaN,NaN,18022
NaN,NaN,NaN,NaN,18023
NaN,NaN,NaN,NaN,18024
NaN,NaN,NaN,NaN,18025
NaN,NaN,NaN,NaN,18026
NaN,NaN,NaN,NaN,18027
NaN,NaN,NaN,NaN,18028
NaN,NaN,NaN,NaN,18029
NaN,NaN,NaN,NaN,18030
NaN,NaN,NaN,NaN,18031
NaN,NaN,NaN,NaN,18032
NaN,NaN,NaN,NaN,18033
NaN,NaN,NaN,NaN,18034
NaN,NaN,NaN,NaN,18035
NaN,NaN,NaN,NaN,18036
NaN,NaN,NaN,NaN,18037
NaN,NaN,NaN,NaN,18038
NaN,NaN,NaN,NaN,18039
NaN,NaN,NaN,NaN,18040
NaN,NaN,NaN,NaN,18041
NaN,NaN,NaN,NaN,18042
NaN,NaN,NaN,NaN,18043
NaN,NaN,NaN,NaN,18044
NaN,NaN,NaN,NaN,18045
NaN,NaN,NaN,NaN,18046
NaN,NaN,NaN,NaN,18047
NaN,NaN,NaN,NaN,18048
NaN,NaN,NaN,NaN,18049
NaN,NaN,NaN,NaN,18050
NaN,NaN,NaN,NaN,18051
NaN,NaN,NaN,NaN,18052
NaN,NaN,NaN,NaN,18053
NaN,NaN,NaN,NaN,18054
NaN,NaN,NaN,NaN,18055
NaN,NaN,NaN,NaN,18056
NaN,NaN,NaN,NaN,18057
NaN,NaN,NaN,NaN,18058
NaN,NaN,NaN,NaN,18059
NaN,NaN,NaN,NaN,18060
NaN,NaN,NaN,NaN,18061
NaN,NaN,NaN,NaN,18062
NaN,NaN,NaN,NaN,18063
NaN,NaN,NaN,NaN,18064
NaN,NaN,NaN,NaN,18065
NaN,NaN,NaN,NaN,18066
NaN,NaN,NaN,NaN,18067
NaN,NaN,NaN,NaN,18068
NaN,NaN,NaN,NaN,18069
NaN,NaN,NaN,NaN,18070
NaN,NaN,NaN,NaN,18071
NaN,NaN,NaN,NaN,18072
NaN,NaN,NaN,NaN,18073
NaN,NaN,NaN,NaN,18074
NaN,NaN,NaN,NaN,18075
NaN,NaN,NaN,NaN,18076
NaN,NaN,NaN,NaN,18077
NaN,NaN,NaN,NaN,18078
NaN,NaN,NaN,NaN,18079
NaN,NaN,NaN,NaN,18080
NaN,NaN,NaN,NaN,18081
NaN,NaN,NaN,NaN,18082
NaN,NaN,NaN,NaN,18083
NaN,NaN,NaN,NaN,18084
NaN,NaN,NaN,NaN,18085
NaN,NaN,NaN,NaN,18086
NaN,NaN,NaN,NaN,18087
NaN,NaN,NaN,NaN,18088
NaN,NaN,NaN,NaN,18089
NaN,NaN,NaN,NaN,18090
NaN,NaN,NaN,NaN,18091
NaN,NaN,NaN,NaN,18092
NaN,NaN,NaN,NaN,18093
NaN,NaN,NaN,NaN,18094
NaN,NaN,NaN,NaN,18095
NaN,NaN,NaN,NaN,18096
NaN,NaN,NaN,NaN,18097
NaN,NaN,NaN,NaN,18098
NaN,NaN,NaN,NaN,18099
NaN,NaN,NaN,NaN,18100
NaN,NaN,NaN,NaN,18101
NaN,NaN,NaN,NaN,18102
NaN,NaN,NaN,NaN,18103
NaN,NaN,NaN,NaN,18104
NaN,NaN,NaN,NaN,18105
NaN,NaN,NaN,NaN,18106
NaN,NaN,NaN,NaN,18107
NaN,NaN,NaN,NaN,18108
NaN,NaN,NaN,NaN,18109
NaN,NaN,NaN,NaN,18110
NaN,NaN,NaN,NaN,18111
NaN,NaN,NaN,NaN,18112
NaN,NaN,NaN,NaN,18113
NaN,NaN,NaN,NaN,18114
NaN,NaN,NaN,NaN,18115
NaN,NaN,NaN,NaN,18116
NaN,NaN,NaN,NaN,18117
NaN,NaN,NaN,NaN,18118
NaN,NaN,NaN,NaN,18119
NaN,NaN,NaN,NaN,18120
NaN,NaN,NaN,NaN,18121
NaN,NaN,NaN,NaN,18122
NaN,NaN,NaN,NaN,18123
NaN,NaN,NaN,NaN,18124
NaN,NaN,NaN,NaN,18125
NaN,NaN,NaN,NaN,18126
NaN,NaN,NaN,NaN,18127
NaN,NaN,NaN,NaN,18128
NaN,NaN,NaN,NaN,18129
NaN,NaN,NaN,NaN,18130
NaN,NaN,NaN,NaN,18131
NaN,NaN,NaN,NaN,18132
NaN,NaN,NaN,NaN,18133
NaN,NaN,NaN,NaN,18134
NaN,NaN,NaN,NaN,18135
NaN,NaN,NaN,NaN,18136
NaN,NaN,NaN,NaN,18137
NaN,NaN,NaN,NaN,18138
NaN,NaN,NaN,NaN,18139
NaN,NaN,NaN,NaN,18140
NaN,NaN,NaN,NaN,18141
NaN,NaN,NaN,NaN,18142
NaN,NaN,NaN,NaN,18143
NaN,NaN,NaN,NaN,18144
NaN,NaN,NaN,NaN,18145
NaN,NaN,NaN,NaN,18146
NaN,NaN,NaN,NaN,18147
NaN,NaN,NaN,NaN,18148
NaN,NaN,NaN,NaN,18149
NaN,NaN,NaN,NaN,18150
NaN,NaN,NaN,NaN,18151
NaN,NaN,NaN,NaN,18152
NaN,NaN,NaN,NaN,18153
NaN,NaN,NaN,NaN,18154
NaN,NaN,NaN,NaN,18155
NaN,NaN,NaN,NaN,18156
NaN,NaN,NaN,NaN,18157
NaN,NaN,NaN,NaN,18158
NaN,NaN,NaN,NaN,18159
NaN,NaN,NaN,NaN,18160
NaN,NaN,NaN,NaN,18161
NaN,NaN,NaN,NaN,18162
